"A","B","A->B","B->A"
"MBA Internship","executive mba program","True","False"
"MBA Graduate Internship","executive mba program","True","False"
"Special Topics in Executive MBA","executive mba program","True","False"
"MBA Leadership","executive mba program","True","False"
"MBA Accounting","executive mba program","True","False"
"Internship: MBA","executive mba program","True","False"
"MBA Assessment","executive mba program","True","False"
"MBA Business Practicum","executive mba program","True","False"
"MBA Introductory Course","executive mba program","True","False"
"MBA Practicum","executive mba program","True","False"
"Corporate Pharmacy MBA APPE","executive mba program","True","False"
"MBA Portfolio","executive mba program","True","False"
"MBA 518 - Financial Management","executive mba program","True","False"
"MBA International Experience","executive mba program","True","False"
"MBA Comprehensive Exam","executive mba program","True","False"
"MBA MGNT Info System Intern","executive mba program","True","False"
"Internship for MBA","executive mba program","True","False"
"MBA Public Admin Internship","executive mba program","True","False"
"MBA MGMNT Info System Intern","executive mba program","True","False"
"MBA Accounting Internship","executive mba program","True","False"
"MBA Project","executive mba program","True","False"
"Accessory Product Development","accessory design","True","False"
"Fashion Accessories","accessory design","True","False"
"Wearable Product Design","accessory design","True","False"
"Product Design II","accessory design","True","False"
"Product Design III","accessory design","True","False"
"Product Knowledge-Fashion Accessories","accessory design","True","False"
"Design: Product Design II","accessory design","True","False"
"Product Design","accessory design","True","True"
"Decorative Materials and Accessories II","accessory design","True","False"
"Product Design I","accessory design","True","False"
"Introduction to Product Design","accessory design","True","False"
"Introduction to Product Design I","accessory design","True","False"
"Design and Invention","accessory design","True","False"
"Decorative Materials and Accessories I","accessory design","True","False"
"Introduction to Design II","accessory design","True","False"
"Design: Product Design I","accessory design","True","False"
"Design Fundamentals I","accessory design","True","False"
"Introduction to Design I","accessory design","True","False"
"Design","accessory design","False","True"
"ME Design II: Product Design","accessory design","True","False"
"Basic Design","accessory design","False","False"
"Basic Design I","accessory design","False","False"
"Exhibition Design (3)","accessory design","True","False"
"Object Design","accessory design","True","False"
"Introduction to Design","accessory design","True","False"
"Chemistry of Food","food chemistry","True","False"
"Food Chemistry I","food chemistry","True","False"
"Chemistry in Food","food chemistry","True","False"
"Chemistry of Foods","food chemistry","True","False"
"Food Physical Chemistry","food chemistry","True","False"
"Food Chemistry II","food chemistry","True","False"
"Food Chemistry and Lab","food chemistry","True","False"
"Food Chemistry (3)?","food chemistry","True","False"
"Food Chemistry: Lab","food chemistry","True","False"
"Food Ingredient Chemistry","food chemistry","True","False"
"Food Chemistry and Biochemistry","food chemistry","True","False"
"Food Chemistry With Lab","food chemistry","True","False"
"Food Chemistry and Analysis","food chemistry","True","False"
"Chemistry of the Food We Eat","food chemistry","True","False"
"Advanced Food Chemistry","food chemistry","True","False"
"Chemistry of Food Preparation","food chemistry","True","False"
"Food and Agricultural Chemistry","food chemistry","True","False"
"Applied Food Chemistry","food chemistry","True","False"
"Cuisine Chemistry","food chemistry","True","False"
"Chemistry of Food and Cooking","food chemistry","True","False"
"Chemistry and Food","food chemistry","True","True"
"The Chemistry of Food and Cooking","food chemistry","True","False"
"Chemistry of Food Processing","food chemistry","True","False"
"Chemistry of Nutrition","food chemistry","False","False"
"Chemical Analysis of Food","food chemistry","True","False"
"US Government","american government","True","True"
"American Government I","american government","True","False"
"American Government (S)","american government","True","False"
"American State Government","american government","True","False"
