"A","B","A->B","B->A"
"History of Buddhist Philosophy","Buddhist Philosophy","True","False"
"The Study of Buddhism","Buddhist Philosophy","True","False"
"Foundations of Buddhism","Buddhist Philosophy","True","False"
"A Buddhist Life","Buddhist Philosophy","True","False"
"Contemporary Buddhism","Buddhist Philosophy","True","False"
"Indo-Tibetan Buddhist Philosophy","Buddhist Philosophy","True","False"
"Buddhism, Philosophy and Culture","Buddhist Philosophy","True","False"
"The Vision of Buddhism","Buddhist Philosophy","True","False"
"Chinese Buddhism","Buddhist Philosophy","True","False"
"An Introduction to Buddhism","Buddhist Philosophy","True","False"
"The Buddhist Tradition","Buddhist Philosophy","True","False"
"Zen and Buddhism","Buddhist Philosophy","True","False"
"Buddhist Thought and Practice","Buddhist Philosophy","True","False"
"Topics in Buddhist Thought","Buddhist Philosophy","True","False"
"Asian American Poetry","Asian Poetry","True","False"
"Classical East Asian Poetics","Asian Poetry","True","False"
"East Asian Buddhist Poetry","Asian Poetry","True","False"
"Topics in Literature-Asian American Poetry","Asian Poetry","True","False"
"Asian Literature","Asian Poetry","True","True"
"Asian Literatures","Asian Poetry","True","True"
"Contemporary Asian Literature","Asian Poetry","True","False"
"Asian American and Pacific Islander Poetry","Asian Poetry","True","False"
"Modern Asian Literature","Asian Poetry","True","False"
"Japanese Poetry","Asian Poetry","True","False"
"Introduction to Asian Literature","Asian Poetry","True","False"
"The Forms of Asian Literature","Asian Poetry","True","False"
"Contemp East Asian Literature","Asian Poetry","True","False"
"Chinese Literature: Poetry","Asian Poetry","True","False"
"Poetry of China and Japan (In English)","Asian Poetry","True","False"
"Introduction to Asian Literature (3)","Asian Poetry","True","False"
"Survey of Modern Asian Literature","Asian Poetry","True","False"
"South Asian Literature","Asian Poetry","True","False"
"Masterpieces of Asian Literature","Asian Poetry","True","False"
"Asian American Literature","Asian Poetry","True","False"
"Masterpieces of East Asian Literature","Asian Poetry","True","False"
"East Asian Literature in Translation","Asian Poetry","True","False"
"Global Asian Literature","Asian Poetry","True","False"
"Japanese Poetry and Poetics","Asian Poetry","True","False"
"Asian-American Literature","Asian Poetry","True","False"
"Climate Policy","Climate Change Policy","True","True"
"Climate Change Policy and Solutions","Climate Change Policy","True","False"
"CLIMATE CHANGE SCIENCE and POLICY","Climate Change Policy","True","False"
"Climate Change and Public Policy","Climate Change Policy","True","False"
"Climate Change Law and Policy","Climate Change Policy","True","False"
"Climate Science and Policy","Climate Change Policy","True","False"
"Climate Change: Science to Policy","Climate Change Policy","True","False"
"Policy Advocacy: Climate Change","Climate Change Policy","True","False"
"Climate Change Economics and Policy","Climate Change Policy","True","False"
"Environmental and Climate Policy","Climate Change Policy","True","False"
"Climate Change: From Puzzles to Policy","Climate Change Policy","True","False"
"Science and Policy of Climate Change","Climate Change Policy","True","False"
"Climate Change: Law and Policy","Climate Change Policy","True","False"
"Climate Change: Science and Policy","Climate Change Policy","True","False"
"Climate Change Policy and Environmental Security","Climate Change Policy","True","False"
"Introduction to Climate Policy","Climate Change Policy","True","False"
"Climate Change Adaptation Policy and Practice","Climate Change Policy","True","False"
"Advanced Climate Policy","Climate Change Policy","True","False"
"Climate Change: Policy, Adaptation, and Mitigation","Climate Change Policy","True","False"
"Climate Change, Adaptation, and Policy","Climate Change Policy","True","False"
"Climate Politics and Policy","Climate Change Policy","True","False"
"Climate Change","Climate Change Policy","False","True"
"Climate Change and the International Policy Framework","Climate Change Policy","True","False"
"Climate Change: From Puzzles to Policy--Laborator","Climate Change Policy","True","False"
"Economics and Policy of Climate Change","Climate Change Policy","True","False"
"Young Adolescent Development","Adolescent Development","True","False"
"Development of the Adolescent","Adolescent Development","True","False"
"Child-Adolescent Development","Adolescent Development","True","False"
"Early Adolescent Development","Adolescent Development","True","False"
"Child/Adolescent Development","Adolescent Development","True","False"
"The Developing Adolescent","Adolescent Development","True","False"
"Adolescent and Adult Development","Adolescent Development","True","False"
"Child and Young Adolescent Development","Adolescent Development","True","False"
"Child &Adolescent Development","Adolescent Development","True","False"
"Child and Adolescent Development","Adolescent Development","True","False"
"Development Adolescence","Adolescent Development","True","False"
"Development in Adolescence","Adolescent Development","True","False"
"Adolescent Development (3)","Adolescent Development","True","True"
"Adolescent Development and Psychology","Adolescent Development","True","False"
"Adolescent Growth/Development","Adolescent Development","True","False"
"Adolescent and Young Adult Development","Adolescent Development","True","False"
"Adolescent Growth and Development","Adolescent Development","True","False"
"Adolescent Development in School","Adolescent Development","True","False"
"Young Adolescent Growth and Development","Adolescent Development","True","False"
"Adolescent Development and Learning","Adolescent Development","True","False"
"Adolescent Development and Education","Adolescent Development","True","False"
"Development of the Child and Adolescent","Adolescent Development","True","False"
"Adolescent Development: 9 - 18","Adolescent Development","True","False"
"Developing Adolescence","Adolescent Development","True","False"
"Adolescent Development: From Puberty to Young Adulthood","Adolescent Development","True","False"
"American Public Affairs","public affairs","True","False"
"Administration of Public Affairs","public affairs","True","False"
"Law and Public Affairs","public affairs","True","False"
"Introduction to Public Affairs","public affairs","True","False"
"Reporting Public Affairs","public affairs","True","False"
"News and Public Affairs","public affairs","True","False"
"Public Administration","public affairs","True","False"
"Public Affairs Careers","public affairs","True","False"
"Public Affairs Reporting","public affairs","True","False"
"Public Affairs and Community Relations","public affairs","True","False"
"Reporting of Public Affairs","public affairs","True","False"
"Coverage of Public Affairs","public affairs","True","False"
"Ethics and Public Affairs","public affairs","True","False"
"Public Affairs Concepts and Theory","public affairs","True","False"
"Politics Public Administration","public affairs","True","False"
"Admin in Public Affairs","public affairs","True","False"
"Public Relations Agency","public affairs","False","False"
"Urban Affairs in Public Administration","public affairs","True","False"
"Public Relations Administration","public affairs","False","False"
"Topics in Public Affairs","public affairs","True","False"
"American Public Administration","public affairs","True","False"
"Practicum in Public Affairs","public affairs","True","False"
"Research in Public Affairs","public affairs","True","False"
"Public Administration and Public Service","public affairs","True","False"
"Public Administration I","public affairs","True","False"
"Quality Assurance I","Quality Assurance","True","False"
"Quality Assurance Systems","Quality Assurance","True","False"
"Quality Assurance Management","Quality Assurance","True","False"
"Quality Assurance and Quality Control","Quality Assurance","True","False"
"Introduction to Quality Assurance","Quality Assurance","True","False"
